title,description,price,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher
Möblierte Wohnung – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.,3090.0,2.5,79.9,Rosengartenstrasse 12,8005,Zürich,47.384769,8.515897,ImmoScout24
Schöne 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,2410.0,3.5,69.7,Bahnhofstrasse 147,8005,Zürich,47.374208,8.522032,UBS Real Estate
Schöne 4.5-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.,2950.0,4.5,100.3,Weinbergstrasse 17,8304,Wallisellen,47.417524,8.600867,Livit AG
Renovierte 4.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.",3700.0,4.5,100.3,Forchstrasse 64,8004,Zürich,47.374781,8.528892,Procimmo
Zentral gelegene 1.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne.,1360.0,1.5,36.3,Freiestrasse 114,8005,Zürich,47.385207,8.521998,Homegate
Moderne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Gute Anbindung an öffentliche Verkehrsmittel.,2780.0,3.0,91.4,Schaffhauserstrasse 54,8045,Zürich,47.370644,8.508261,Comparis
Furnished 3.5-room Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Gute Anbindung an öffentliche Verkehrsmittel.",4220.0,3.5,104.7,Rämistrasse 41,8004,Zürich,47.376121,8.53068,Livit AG
Geräumige 2.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel. Grosszügiger Keller inklusive.,2850.0,2.5,73.6,Bucheggstrasse 117,8004,Zürich,47.374278,8.526653,ImmoScout24
Voll möblierte 3-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden.",2560.0,3.0,75.8,Mythenquai 39,8064,Zürich,47.389337,8.498751,Livit AG
Geräumige 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne.,2810.0,3.5,83.3,Freiestrasse 32,8037,Zürich,47.397522,8.530994,UBS Real Estate
2.5-Zimmer-Mietwohnung in Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel.,2220.0,2.5,71.6,Freiestrasse 21,8152,Opfikon,47.435335,8.566491,Homegate
Voll möblierte 4-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.",4440.0,4.0,129.0,Rosengartenstrasse 148,8005,Zürich,47.382819,8.516212,Procimmo
Möblierte Apartment – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.",4510.0,5.5,147.2,Zentralstrasse 24,8046,Zürich,47.435428,8.512154,Wincasa AG
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,3240.0,3.0,91.8,Gloriastrasse 127,8005,Zürich,47.38217,8.518116,Livit AG
Zentral gelegene 3.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2310.0,3.5,78.5,Badenerstrasse 30,8047,Zürich,47.388042,8.502893,UBS Real Estate
Renovierte 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung.,3510.0,4.0,124.0,Gloriastrasse 14,8048,Zürich,47.382979,,Privat
Helle 2-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar.,2310.0,2.0,55.9,Rosengartenstrasse 141,8001,Zürich,47.37579,8.549385,Privat
3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,4460.0,3.5,118.2,Militärstrasse 80,8008,Zürich,47.360112,8.556745,ImmoScout24
Helle 6-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung. Modernes Bad mit Dusche und Badewanne.,5530.0,6.0,160.3,Albisriederstrasse 128,8005,Zürich,47.386091,8.521236,Privat
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht.,3090.0,3.5,80.1,Mutschellenstrasse 142,8006,Zürich,,8.541982,Livit AG
Helle 4-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,3970.0,4.0,93.9,Gloriastrasse 88,8008,Zürich,47.357006,8.556761,Comparis
Helle 3.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,4460.0,3.5,102.6,Freiestrasse 138,8001,Zürich,47.372471,8.541035,Privat
2-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.",1790.0,2.0,46.5,Jupiterstrasse 60,8006,Zürich,47.38592,8.54894,UBS Real Estate
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,2010.0,2.5,68.0,Langstrasse 33,8045,Zürich,47.367593,8.512247,Homegate
Moderne 6-Zimmer-Mietwohnung in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive.,3890.0,6.0,133.2,Albisriederstrasse 105,8304,Wallisellen,47.420172,8.596044,ImmoScout24
Helle 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel.,2790.0,3.0,82.3,Heinrichstrasse 137,8048,Zürich,47.38396,8.486308,Livit AG
4.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden.,3600.0,4.5,115.0,Mythenquai 24,8047,Zürich,47.386404,8.498851,Homegate
Helle 2-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,2140.0,2.0,66.7,Langstrasse 84,8037,Zürich,47.394484,8.535159,Procimmo
4.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.,3780.0,4.5,111.4,Quellenstrasse 44,8057,Zürich,47.410881,8.552948,UBS Real Estate
Geräumige 3-Zimmer-Apartment in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung.,2450.0,3.0,82.7,Albisriederstrasse 60,8134,Adliswil,47.304288,8.515744,Livit AG
Helle 5-Zimmer-Apartment – Uster,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung.,2980.0,5.0,99.3,Militärstrasse 19,8610,Uster,47.344812,8.718831,Livit AG
3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen.,3100.0,3.5,111.4,Aargauerstrasse 99,8048,Zürich,47.382947,8.475077,Homegate
Renovierte 3-Zimmer-Wohnung in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.,2380.0,3.0,96.6,Kirchgasse 71,8180,Bülach,47.524891,8.542804,Privat
Moderne 2.5-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.",2130.0,2.5,58.7,Limmatstrasse 57,8006,Zürich,47.388329,8.545968,ImmoScout24
1.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.,1290.0,1.5,42.4,Langstrasse 80,8064,Zürich,47.383806,8.495711,Procimmo
Zentral gelegene 4-Zimmer-Wohnung – Bassersdorf,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden.",2890.0,4.0,113.4,Quellenstrasse 52,8303,Bassersdorf,47.438824,8.630411,Comparis
Geräumige 5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.,4660.0,5.0,155.9,Dörflistrasse 124,8037,Zürich,47.393461,8.529708,Comparis
Helle 4-Zimmer-Mietwohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe.,3150.0,4.0,129.4,Mythenquai 102,8404,Winterthur,47.490168,8.730509,ImmoScout24
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.",5240.0,4.5,144.1,Mutschellenstrasse 95,8003,Zürich,47.369009,8.518137,UBS Real Estate
Renovierte 2-Zimmer-Apartment in Embrach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.,1340.0,2.0,53.7,Seestrasse 144,8424,Embrach,47.503648,8.595704,Livit AG
2.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,1970.0,2.5,61.1,Gloriastrasse 30,8064,Zürich,47.381496,8.499044,Privat
Helle 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.,3020.0,3.0,93.3,Regensbergstrasse 100,8037,Zürich,47.395144,8.524554,Procimmo
Schöne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden.,2790.0,3.0,95.8,Schaffhauserstrasse 126,8049,Zürich,47.39968,8.483178,Privat
Zentral gelegene 1.5-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",1610.0,1.5,49.5,Freiestrasse 114,8048,Zürich,47.38278,8.482627,Homegate
3-Zimmer-Wohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.,2330.0,3.0,87.7,Kirchgasse 71,8600,Dübendorf,47.400089,8.614602,Homegate
Voll möblierte 4-Zimmer-Wohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.,3840.0,4.0,103.4,Birmensdorferstrasse 86,8006,Zürich,47.38866,8.533958,Privat
Voll möblierte 3-Zimmer-Apartment,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Einstellplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier.,2290.0,3.0,65.1,Talstrasse 60,8152,Opfikon,47.430333,8.568762,Comparis
Geräumige 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,3040.0,4.0,87.2,Dörflistrasse 45,8048,Zürich,47.384668,8.4804,Wincasa AG
2-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,1540.0,2.0,62.8,Seestrasse 45,8304,Wallisellen,47.422293,8.594929,UBS Real Estate
Renovierte 4-Zimmer-Mietwohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,3380.0,4.0,103.0,Freiestrasse 93,8706,Meilen,,8.636101,Livit AG
Schöne 2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,1380.0,2.0,49.7,Mutschellenstrasse 8,8051,Zürich,47.405544,8.566841,UBS Real Estate
Renovierte 2.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",2360.0,2.5,61.6,Rämistrasse 21,8008,Zürich,47.364092,8.556153,Helvetia Immobilien
Renovierte 4-Zimmer-Mietwohnung in Dietikon,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,2840.0,4.0,103.7,Badenerstrasse 98,8953,Dietikon,47.400114,8.402586,Privat
Schöne 2.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht.",2390.0,2.5,67.7,Zürichbergstrasse 116,8008,Zürich,47.362189,,Wincasa AG
Helle 4-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.,3460.0,4.0,94.8,Zürichbergstrasse 81,8002,Zürich,47.362969,8.535588,ImmoScout24
Schöne 5.5-Zimmer-Wohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.,4880.0,5.5,151.6,Forchstrasse 22,8706,Meilen,47.267578,8.644182,Helvetia Immobilien
Helle 2.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,2480.0,2.5,72.1,Heinrichstrasse 32,8006,Zürich,47.387763,8.548432,Livit AG
Renovierte 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,2220.0,3.0,72.6,Limmatstrasse 27,8046,Zürich,47.435743,8.507392,Helvetia Immobilien
Renovierte 2.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.",2340.0,2.5,61.3,Neptunstrasse 30,8006,Zürich,47.389825,8.547311,Homegate
Möblierte Wohnung – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Parkplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.,3130.0,3.5,87.5,Rosengartenstrasse 8,8049,Zürich,47.396587,8.497012,Comparis
Geräumige 3.5-Zimmer-Wohnung in Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,2260.0,3.5,90.7,Kirchgasse 18,8604,Volketswil,47.387519,8.689945,Helvetia Immobilien
Schöne 2-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar.,1800.0,2.0,59.9,Talstrasse 97,8064,Zürich,47.391595,8.498766,ImmoScout24
Möblierte 3.5-Zimmer-Wohnung in Uster,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung.,2660.0,3.5,83.8,Birmensdorferstrasse 40,8610,Uster,47.346355,8.721754,UBS Real Estate
Zentral gelegene 4.5-Zimmer-Wohnung – Meilen,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen.,3420.0,4.5,108.5,Gloriastrasse 70,8706,Meilen,47.268844,8.646534,UBS Real Estate
Schöne 1-Zimmer-Wohnung in Uster,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Gute Anbindung an öffentliche Verkehrsmittel.,800.0,1.0,28.2,Hohlstrasse 12,8610,Uster,47.358324,8.710849,Livit AG
