title,description,price_chf,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher,distance_to_zurich_center,furnished,parking,rooms_per_sqm
Helle 3.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar.,3210.0,3.5,93.6,Freiestrasse 5,8003,Zürich,47.367963,8.520916,Wincasa AG,1.85,0,0,0.03739316239316239
Helle 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,2680.0,3.5,86.1,Josefstrasse 142,8051,Zürich,47.395095,8.564684,Livit AG,2.66,0,1,0.04065040650406505
3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,3470.0,3.5,116.4,Hohlstrasse 65,8045,Zürich,47.367869,8.50911,Comparis,2.65,0,1,0.030068728522336767
Schöne 3.5-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.",3140.0,3.5,110.3,Aargauerstrasse 56,8046,Zürich,47.428667,8.512011,ImmoScout24,6.17,0,0,0.03173164097914778
Helle 3-Zimmer-Wohnung – Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,2100.0,3.0,79.9,Aargauerstrasse 76,8903,Birmensdorf,47.357886,8.427135,Comparis,8.88,0,0,0.03754693366708385
Möblierte Wohnung – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.,3090.0,2.5,79.9,Rosengartenstrasse 12,8005,Zürich,47.384769,8.515897,ImmoScout24,2.13,1,0,0.03128911138923654
Schöne 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,2410.0,3.5,69.7,Bahnhofstrasse 147,8005,Zürich,47.374208,8.522032,UBS Real Estate,1.51,0,0,0.05021520803443329
Schöne 4.5-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.,2950.0,4.5,100.3,Weinbergstrasse 17,8304,Wallisellen,47.417524,8.600867,Livit AG,6.34,0,1,0.0448654037886341
Renovierte 4.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.",3700.0,4.5,100.3,Forchstrasse 64,8004,Zürich,47.374781,8.528892,Procimmo,0.99,0,0,0.0448654037886341
Zentral gelegene 1.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne.,1360.0,1.5,36.3,Freiestrasse 114,8005,Zürich,47.385207,8.521998,Homegate,1.75,0,0,0.04132231404958678
Moderne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Gute Anbindung an öffentliche Verkehrsmittel.,2780.0,3.0,91.4,Schaffhauserstrasse 54,8045,Zürich,47.370644,8.508261,Comparis,2.61,0,0,0.03282275711159737
Furnished 3.5-room Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Gute Anbindung an öffentliche Verkehrsmittel.",4220.0,3.5,104.7,Rämistrasse 41,8004,Zürich,47.376121,8.53068,Livit AG,0.83,1,0,0.033428844317096466
Geräumige 2.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel. Grosszügiger Keller inklusive.,2850.0,2.5,73.6,Bucheggstrasse 117,8004,Zürich,47.374278,8.526653,ImmoScout24,1.17,0,1,0.03396739130434783
Voll möblierte 3-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden.",2560.0,3.0,75.8,Mythenquai 39,8064,Zürich,47.389337,8.498751,Livit AG,3.52,1,0,0.0395778364116095
Geräumige 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne.,2810.0,3.5,83.3,Freiestrasse 32,8037,Zürich,47.397522,8.530994,UBS Real Estate,2.43,0,0,0.04201680672268908
2.5-Zimmer-Mietwohnung in Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel.,2220.0,2.5,71.6,Freiestrasse 21,8152,Opfikon,47.435335,8.566491,Homegate,6.76,0,1,0.03491620111731844
Voll möblierte 4-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.",4440.0,4.0,129.0,Rosengartenstrasse 148,8005,Zürich,47.382819,8.516212,Procimmo,2.03,1,0,0.031007751937984496
Möblierte Apartment – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.",4510.0,5.5,147.2,Zentralstrasse 24,8046,Zürich,47.435428,8.512154,Wincasa AG,6.88,1,0,0.037364130434782615
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,3240.0,3.0,91.8,Gloriastrasse 127,8005,Zürich,47.38217,8.518116,Livit AG,1.87,0,0,0.032679738562091505
Zentral gelegene 3.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2310.0,3.5,78.5,Badenerstrasse 30,8047,Zürich,47.388042,8.502893,UBS Real Estate,3.17,0,0,0.044585987261146494
Renovierte 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung.,3510.0,4.0,124.0,Gloriastrasse 14,8048,Zürich,47.382979,8.535243000000001,Privat,0.83,0,0,0.03225806451612903
Helle 2-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar.,2310.0,2.0,55.9,Rosengartenstrasse 141,8001,Zürich,47.37579,8.549385,Privat,0.59,0,0,0.03577817531305903
3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,4460.0,3.5,118.2,Militärstrasse 80,8008,Zürich,47.360112,8.556745,ImmoScout24,2.18,0,1,0.02961082910321489
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht.,3090.0,3.5,80.1,Mutschellenstrasse 142,8006,Zürich,47.384790499999994,8.541982,Livit AG,0.88,0,0,0.04369538077403246
Helle 4-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,3970.0,4.0,93.9,Gloriastrasse 88,8008,Zürich,47.357006,8.556761,Comparis,2.49,0,1,0.042598509052183174
Helle 3.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,4460.0,3.5,102.6,Freiestrasse 138,8001,Zürich,47.372471,8.541035,Privat,0.5,0,0,0.03411306042884991
2-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.",1790.0,2.0,46.5,Jupiterstrasse 60,8006,Zürich,47.38592,8.54894,UBS Real Estate,1.14,0,1,0.043010752688172046
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,2010.0,2.5,68.0,Langstrasse 33,8045,Zürich,47.367593,8.512247,Homegate,2.45,0,1,0.03676470588235294
Moderne 6-Zimmer-Mietwohnung in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive.,3890.0,6.0,133.2,Albisriederstrasse 105,8304,Wallisellen,47.420172,8.596044,ImmoScout24,6.32,0,0,0.04504504504504505
Helle 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel.,2790.0,3.0,82.3,Heinrichstrasse 137,8048,Zürich,47.38396,8.486308,Livit AG,4.24,0,1,0.03645200486026732
4.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden.,3600.0,4.5,115.0,Mythenquai 24,8047,Zürich,47.386404,8.498851,Homegate,3.39,0,0,0.0391304347826087
Helle 2-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,2140.0,2.0,66.7,Langstrasse 84,8037,Zürich,47.394484,8.535159,Procimmo,2.02,0,1,0.029985007496251874
4.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.,3780.0,4.5,111.4,Quellenstrasse 44,8057,Zürich,47.410881,8.552948,UBS Real Estate,3.87,0,0,0.04039497307001795
Geräumige 3-Zimmer-Apartment in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung.,2450.0,3.0,82.7,Albisriederstrasse 60,8134,Adliswil,47.304288,8.515744,Livit AG,8.31,0,0,0.03627569528415961
Helle 5-Zimmer-Apartment – Uster,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung.,2980.0,5.0,99.3,Militärstrasse 19,8610,Uster,47.344812,8.718831,Livit AG,13.81,0,1,0.050352467270896276
3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen.,3100.0,3.5,111.4,Aargauerstrasse 99,8048,Zürich,47.382947,8.475077,Homegate,5.06,0,0,0.03141831238779174
Renovierte 3-Zimmer-Wohnung in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.,2380.0,3.0,96.6,Kirchgasse 71,8180,Bülach,47.524891,8.542804,Privat,16.46,0,0,0.031055900621118016
Moderne 2.5-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.",2130.0,2.5,58.7,Limmatstrasse 57,8006,Zürich,47.388329,8.545968,ImmoScout24,1.31,0,0,0.04258943781942078
1.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.,1290.0,1.5,42.4,Langstrasse 80,8064,Zürich,47.383806,8.495711,Procimmo,3.55,0,0,0.03537735849056604
Zentral gelegene 4-Zimmer-Wohnung – Bassersdorf,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden.",2890.0,4.0,113.4,Quellenstrasse 52,8303,Bassersdorf,47.438824,8.630411,Comparis,9.59,0,0,0.03527336860670194
Geräumige 5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.,4660.0,5.0,155.9,Dörflistrasse 124,8037,Zürich,47.393461,8.529708,Comparis,2.05,0,0,0.03207184092366902
Helle 4-Zimmer-Mietwohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe.,3150.0,4.0,129.4,Mythenquai 102,8404,Winterthur,47.490168,8.730509,ImmoScout24,18.98,0,0,0.030911901081916538
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.",5240.0,4.5,144.1,Mutschellenstrasse 95,8003,Zürich,47.369009,8.518137,UBS Real Estate,1.98,1,1,0.031228313671061762
Renovierte 2-Zimmer-Apartment in Embrach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.,1340.0,2.0,53.7,Seestrasse 144,8424,Embrach,47.503648,8.595704,Livit AG,14.67,0,0,0.037243947858472994
2.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,1970.0,2.5,61.1,Gloriastrasse 30,8064,Zürich,47.381496,8.499044,Privat,3.25,0,0,0.0409165302782324
Helle 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.,3020.0,3.0,93.3,Regensbergstrasse 100,8037,Zürich,47.395144,8.524554,Procimmo,2.4,0,1,0.03215434083601286
Schöne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden.,2790.0,3.0,95.8,Schaffhauserstrasse 126,8049,Zürich,47.39968,8.483178,Privat,5.08,0,1,0.031315240083507306
Zentral gelegene 1.5-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",1610.0,1.5,49.5,Freiestrasse 114,8048,Zürich,47.38278,8.482627,Homegate,4.5,0,0,0.030303030303030304
3-Zimmer-Wohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.,2330.0,3.0,87.7,Kirchgasse 71,8600,Dübendorf,47.400089,8.614602,Homegate,6.06,0,0,0.03420752565564424
Voll möblierte 4-Zimmer-Wohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.,3840.0,4.0,103.4,Birmensdorferstrasse 86,8006,Zürich,47.38866,8.533958,Privat,1.43,1,0,0.03868471953578336
Voll möblierte 3-Zimmer-Apartment,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Einstellplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier.,2290.0,3.0,65.1,Talstrasse 60,8152,Opfikon,47.430333,8.568762,Comparis,6.28,1,1,0.04608294930875576
Geräumige 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,3040.0,4.0,87.2,Dörflistrasse 45,8048,Zürich,47.384668,8.4804,Wincasa AG,4.7,0,1,0.04587155963302752
2-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,1540.0,2.0,62.8,Seestrasse 45,8304,Wallisellen,47.422293,8.594929,UBS Real Estate,6.44,0,0,0.03184713375796178
Renovierte 4-Zimmer-Mietwohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,3380.0,4.0,103.0,Freiestrasse 93,8706,Meilen,47.384790499999994,8.636101,Livit AG,7.16,0,0,0.038834951456310676
Schöne 2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,1380.0,2.0,49.7,Mutschellenstrasse 8,8051,Zürich,47.405544,8.566841,UBS Real Estate,3.7,0,0,0.04024144869215292
Renovierte 2.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",2360.0,2.5,61.6,Rämistrasse 21,8008,Zürich,47.364092,8.556153,Helvetia Immobilien,1.79,0,1,0.040584415584415584
Renovierte 4-Zimmer-Mietwohnung in Dietikon,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,2840.0,4.0,103.7,Badenerstrasse 98,8953,Dietikon,47.400114,8.402586,Privat,10.79,0,1,0.03857280617164899
Schöne 2.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht.",2390.0,2.5,67.7,Zürichbergstrasse 116,8008,Zürich,47.362189,8.535243000000001,Wincasa AG,1.71,0,0,0.03692762186115214
Helle 4-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.,3460.0,4.0,94.8,Zürichbergstrasse 81,8002,Zürich,47.362969,8.535588,ImmoScout24,1.62,0,0,0.04219409282700422
Schöne 5.5-Zimmer-Wohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.,4880.0,5.5,151.6,Forchstrasse 22,8706,Meilen,47.267578,8.644182,Helvetia Immobilien,14.4,0,0,0.036279683377308705
